addr_postc,addr_subur,air_condit,amenity,biergarten,brand,capacity,contact_ph,contact_we,cuisine,delivery,descriptio,diet_vegan,diet_veget,indoor_sea,indoor_s_1,internet_a,internet_1,name,opening_ho,outdoor_se,smoking,takeaway,wheelchair,Lat,Lon,Brick
,,,restaurant,,,,,,croatian,,,,,true,,,,Adrijana Grill,Mo-Su 12:00-21:00,yes,,,limited,52.413184000000001,13.363493999999999,Tempelhof-Schöneberg
14059,Charlottenburg,,restaurant,,,,,,lebanese,,,,,,,,,Palace,,yes,,,limited,52.519258999999998,13.298664000000000,Charlottenburg-Wilmersdorf
10178,,,restaurant,,,,,,spanish,,,,yes,true,,,,Atame,"Mo-Fr 13:00-24:00; Sa 16:00-24:00; Su off",yes,,,no,52.523574000000004,13.406796000000000,Mitte
10119,Mitte,,restaurant,,,,,,thai,,,yes,yes,true,,,,Thai Sushi & More,"Mo-Fr 12:00-22:30; Sa-Su 13:00-23:00",yes,,,no,52.533766999999997,13.405398999999999,Mitte
12247,Lankwitz,,restaurant,,,,,,vietnamese,,,,,,,,,Saigon Kitchen 1985,,,,,,52.429774000000002,13.333316999999999,Steglitz-Zehlendorf
10965,Kreuzberg,,restaurant,,,,+49 3057794199,https://www.papaya-service.de/suedstern/,thai,,,,yes,true,,,,papaya,"Mo-Su,PH 12:00-16:00, 17:00-23:00",yes,,,yes,52.488545000000002,13.407349999999999,Friedrichshain-Kreuzberg
10117,Mitte,,restaurant,,,,"+493027572164",,spanish,,,,yes,true,,,,Volver,"Mo-Fr 18:00-23:00; Sa 18:00-24:00",sidewalk,,,no,52.522353000000003,13.379880999999999,Mitte
10365,Lichtenberg,,restaurant,,,,,,vietnamese,,,,,,,,,Binh vịt Quán,10:00-24:00,yes,outside,,limited,52.526476000000002,13.488170999999999,Lichtenberg
,,,restaurant,,,,,,vietnamese,,,,,,,,,Com Pho Viet,,yes,,,,52.601053000000000,13.338882999999999,Reinickendorf
12165,,,restaurant,,,,,,vietnamese,,,yes,yes,true,,,,Glory,"Su-Mo, We-Th 12:00-22:00; Fr-Sa 13:00-22:00",yes,outside,,no,52.454161999999997,13.317227000000001,Steglitz-Zehlendorf
,,,restaurant,,,,,,vietnamese,,,no,yes,true,,,,Vietfood-TCOW,Tu-Su 12:00-22:00,yes,outside,,no,52.459502000000001,13.622287999999999,Treptow-Köpenick
13156,,,restaurant,,,,,,vietnamese,,,yes,yes,true,,,,Phó Bowl,Mo-Sa 11:00-22:00,no,,,limited,52.580934999999997,13.402932000000000,Pankow
10117,Mitte,false,restaurant,,Sausalitos,,+49 30 403665200,https://www.sausalitos.de/nc/mein-sausalitos/berlin-oranienburger-strasse/,mexican,,,yes,yes,true,,,,Sausalitos,"Mo-Th 12:00-24:00, Fr 12:00-02:00, Sa 17:00-02:00, Su 17:00-24:00",yes,outside,,limited,52.526178000000002,13.388669000000000,Mitte
,,,restaurant,,,,,,vietnamese,,,,,true,,,,Viet Rice,,pedestrian_zone,,,yes,52.533814999999997,13.367184999999999,Mitte
13187,,,restaurant,,,,,,vietnamese,,,yes,yes,,,,,Neko Sushi and More,"Tu-Fr 12:00 - 22:00; Sa-Su 15:00 - 22:00",,,,,52.565643000000001,13.398956000000000,Pankow
,,,restaurant,,,,,,asian,,,,,,,,,Hangi Sushi,,,,,yes,52.534069000000002,13.404567999999999,Mitte
10249,,,restaurant,,,,,,indian,,,,,,,,,Hawab,Mo-Su 12:00-23:00,,outside,,yes,52.520113000000002,13.449987000000000,Friedrichshain-Kreuzberg
10119,Mitte,,restaurant,,,,+49 30 44010494,http://www.aapka.de/,indian,,,yes,yes,true,,,,Aapka,"Mo-Fr 16:00-23:00; Sa,Su 12:00-23:00",yes,outside,,no,52.533991000000000,13.404833999999999,Mitte
10823,Schöneberg,,restaurant,,,,,,indian,,,,yes,true,,,,Moghul,"Mo-Su,PH 12:00-24:00",yes,,,no,52.487063999999997,13.355262000000000,Tempelhof-Schöneberg
10119,,,restaurant,,,,,,international,,,yes,yes,,,,,W Der Imbiss,"Su-Th 12:00-22:00; Fr,Sa 12:00-23:00",,,,no,52.534286000000002,13.405092000000000,Mitte
13507,Tegel,,restaurant,,,,+49 30 4338001,http://www.tegeler-seeterrassen.de,german,,,,,,,,,Lakeside,Mo-Su 12:00+,yes,,,limited,52.588427000000003,13.274718999999999,Reinickendorf
,,,restaurant,,,,,,german,,,,,,,,,Café am Japanischen Garten,,,,,yes,52.538719999999998,13.579473000000000,Marzahn-Hellersdorf
10117,Mitte,,restaurant,,,,+49 30 2823965,https://www.staev.de,german,,,,yes,true,,,,Ständige Vertretung,10:30-01:00,yes,,,limited,52.521210000000004,13.385331000000001,Mitte
10117,Mitte,,restaurant,,,,+49 30 28046401,https://machiavelli-berlin.de/,italian,,,,,true,,,,Machiavelli,10:00-01:00,yes,,,limited,52.521304999999998,13.385266000000000,Mitte
10117,Mitte,,restaurant,,,,+49 30 2297405,,italian,,,,yes,true,,,,Viale dei Tigli,Mo-Su 12:00-24:00,yes,,,limited,52.514868999999997,13.381114000000000,Mitte
13187,Pankow,,restaurant,,,,,,italian,,,,,,,,,Ristorante Avellino,Mo-Su 12:00-23:00,,,,yes,52.568931999999997,13.408982000000000,Pankow
10407,Prenzlauer Berg,,restaurant,,,,,,italian,,,,,,,,,Al Parco,,,,,limited,52.529826999999997,13.444787000000000,Pankow
,,,restaurant,,,,,,italian,,,,,,,,,La Luna,,,,,,52.414166999999999,13.363579000000000,Tempelhof-Schöneberg
10119,Mitte,,restaurant,,,,"+493044032771",,italian,,,yes,yes,true,,,,La Focacceria,Mo-Su 11:00-19:00,yes,,,limited,52.533650000000002,13.403466999999999,Mitte
10119,Mitte,,restaurant,,,,,http://www.labigoudene.de/,french,,,yes,yes,true,,,,La Bigoudène,"Mo-Sa 18:00+, Su 12:00+, Tu-Th 12:00-15:00",yes,,,no,52.534362999999999,13.403029000000000,Mitte
10407,,,restaurant,,,,,,lebanese,,,yes,yes,true,,,,Qadmous,"Mo-Th 12:00-24:00, Fr-Sa 12:00-01:00, Su 11:00-24:00",yes,,,no,52.529637000000001,13.436334000000000,Pankow
12489,Adlershof,,restaurant,,,,,,german,,,yes,yes,,,,,Green Curve,Mo-Fr 8:80-14:80,,,,yes,52.429633000000003,13.537471000000000,Treptow-Köpenick
10119,Mitte,,restaurant,,,,+49 30 48492651,http://nautaberlin.com,international,,,,yes,true,,,,Nauta,We-Sa 19:30-00:00 off,yes,,,no,52.534207000000002,13.405011000000000,Mitte
,,,restaurant,,,,,,japanese,,,yes,yes,true,,,,Akito,"Mo-Fr 10:30-22:15; Sa 13:00-22:15; Su 13:00-21:00 ""nur Express""; PH off",yes,,,no,52.523871000000000,13.386873000000000,Mitte
13353,Wedding,,restaurant,,,,+49 30 4531563,,international,,,,,,,wlan,,L'Escargot,Tu-Sa 17:00-23:30,,,,no,52.546591999999997,13.349660000000000,Mitte
12205,Lichterfelde,,restaurant,,,,+49 30 833 9633,http://www.restaurant-macedonia.com/,international,,,,,,,,,Macedonia,Mo-Su 12:00-23:00,,,,no,52.443373999999999,13.295173999999999,Steglitz-Zehlendorf
12209,Lichterfelde,,restaurant,,,,,,mexican,,,,,true,,,,Cafe Surf Inn,,yes,,,limited,52.424683000000002,13.330776999999999,Steglitz-Zehlendorf
14163,,,restaurant,,,,,,chinese,,,,,,,,,Wu's,"Mo 17:00-22:30, Tu-Su 12:00-22:30",,,,,52.446590000000000,13.243226000000000,Steglitz-Zehlendorf
12459,Oberschöneweide,,restaurant,,,,+49 30 50953492,https://www.thessalonikiberlin.de,greek,,,,,true,,,,Thessaloniki,11:00-23:30,yes,outside,yes,limited,52.468214000000003,13.514249000000000,Treptow-Köpenick
,,,restaurant,,,,,,chinese,,,,,,,,,Golden Garden,Tu-Su 12:00-22:00,,,,yes,52.417147000000000,13.324476000000001,Steglitz-Zehlendorf
10117,,,restaurant,,,,,,asian,,,,,,,,,Bonjour Vietnam,"Mo-Fr 11:30-22:00; Su 11:30-22:00",,,,no,52.516143000000000,13.389915000000000,Mitte
10437,Prenzlauer Berg,,restaurant,,,,+49 30 40574197,https://vanhoa-berlin.de/,vietnamese,,,yes,yes,,,,,Van Hoa,Mo-Su 12:00-23:30,yes,,,no,52.547677000000000,13.414730000000000,Pankow
,,,restaurant,,,,,,vietnamese,,,,,,,,,Kai Viet,"Mo-Sa 10:30-21:00; PH 13:00-21:00",,,,yes,52.424872000000001,13.527689000000001,Treptow-Köpenick
10119,,,restaurant,,,,,,vietnamese,,,yes,,true,,,,Saveur de Bánh Mì,Mo-Su 11:30-19:00,sidewalk,,yes,no,52.533268000000000,13.402307000000000,Mitte
,,,restaurant,,,,,,vietnamese,,,,,true,,,,Ngọn lửa,,yes,,,,52.425924999999999,13.483539000000000,Neukölln
10117,Mitte,,restaurant,,,,"+493028599046",,french,,,,,true,,,,Ganymed,Mo-Su 10:00-24:00,yes,,,,52.521720999999999,13.386316000000001,Mitte
10115,Mitte,,restaurant,,,,+49 30 67302052,,french,,,,,,,,,3 minutes sur mer,We-Sa 18:00-24:00,,,,no,52.529105000000001,13.395460000000000,Mitte
14163,,,restaurant,,,,,,french,,,,,,,wlan,,Restaurant Gourmet Sud,Mo-Su 08:00-24:00,,,,,52.445816999999998,13.242818000000000,Steglitz-Zehlendorf
10709,Halensee,,restaurant,,,,+49 30 3234027,http://www.restaurant-tugra.de,turkish,,,,,true,,,,Restaurant Tuğra,Mo-Su 11:30-24:00,yes,,,yes,52.498707000000003,13.298724000000000,Charlottenburg-Wilmersdorf
10437,Prenzlauer Berg,,restaurant,,,"60",+49 30 30642829,https://www.knoedelwirtschaft.de/nord,german,,,,,,,wlan,,Knödelwirtschaft Nord,Tu-Mo 17:00-23:00,yes,outside,,yes,52.547445000000003,13.414303000000000,Pankow
14129,Nikolassee,,restaurant,,,,+49 30 75650305,https://www.laserra-steakhaus.de/,asian,yes,,,,,,,,Zen Garden,Mo-Su 11:00-22:00,,,,limited,52.427002999999999,13.218089000000001,Steglitz-Zehlendorf
14057,Charlottenburg,,restaurant,,,,+49 30 20889588,http://www.asia-restaurant-sonne.de/,asian,,,,,,,,,Asia Restaurant Sonne,11:30-23:00,,,,no,52.506656999999997,13.284554999999999,Charlottenburg-Wilmersdorf
10437,Prenzlauer Berg,,restaurant,,,,+49 176 32872717,https://www.sadhu3.de/,indian,yes,,yes,yes,,,,,Sadhu,12:00-23:00,sidewalk,,,yes,52.545282999999998,13.421448000000000,Pankow
10115,,,restaurant,,,,,,indian,,,,,true,,,,Asman,12:00 - 24:00,yes,,,no,52.531574999999997,13.396597000000000,Mitte
10115,,,restaurant,,,,,,german,,,,,true,,,,Lokal,Mo-Su 17:00-24:00,yes,,,no,52.527875000000002,13.394901000000001,Mitte
10117,Mitte,,restaurant,,,,,,german,,,,yes,true,,,,Brechts,Mo-Su 12:00-00:00,yes,,,no,52.521472000000003,13.385871000000000,Mitte
14193,Grunewald,,restaurant,,,,,,german,,,,,,,,,Schildhornbaude,,,,,,52.494106000000002,13.199211000000000,Charlottenburg-Wilmersdorf
14195,Dahlem,,restaurant,,,,+49-30-83202266,http://www.ristorante-piaggio.de/,italian,,,,,,,,,Piaggio,"Mo 12:00-22:00; We-Su 12:00-22:00",yes,,,no,52.457700000000003,13.290710000000001,Steglitz-Zehlendorf
12161,Friedenau,,restaurant,,,,,,italian,,,,yes,true,,,,Pino,"Tu-Su,PH 12:00-23:00",yes,,,no,52.472675000000002,13.321764000000000,Tempelhof-Schöneberg
14059,Charlottenburg,,restaurant,,,,+49 30 34703626,http://www.opera-italiana.com,italian,,,,,,,,,Opera Italiana,12:00+,,,,no,52.519247999999997,13.298437000000000,Charlottenburg-Wilmersdorf
14059,Charlottenburg,,restaurant,,,,,,italian,,,no,yes,true,,,,La Trattoria Toscana,"Tu-Fr,PH 17:00-22:00; Sa,Su 12:00-22:00",yes,,,yes,52.514021999999997,13.297397000000000,Charlottenburg-Wilmersdorf
12459,Oberschöneweide,,restaurant,,,,,http://www.ilkoep.de/,italian,,,yes,yes,,,,,Stella del Köp,11:30-24:00,yes,,,limited,52.455705999999999,13.552511000000001,Treptow-Köpenick
10557,Moabit,,restaurant,,,,+49 30 39835610,,italian,,,,yes,true,,,,Don Giovanni,Mo-Su 11:30-24:00,yes,outside,,limited,52.523094000000000,13.359750000000000,Mitte
10117,Mitte,,restaurant,,,,,,german,no,Alt-Berliner Kneipe,,,true,,,,Treffpunkt Berlin,"Mo-We 16:00-24:00, Th-Sa 12:00-24:00",yes,,no,no,52.517895000000003,13.388282999999999,Mitte
13125,Karow,,restaurant,,,,,,mexican,,,,,,,,,Poco Loco,,,,,,52.615149000000002,13.484653000000000,Pankow
12621,Kaulsdorf,,restaurant,,,,,,chinese,,,,,,,,,Asia Koy Restaurant,"PH,Mo-Su 11:30-23:00",,,,no,52.505007999999997,13.581797999999999,Marzahn-Hellersdorf
13158,,,restaurant,,,,,,vietnamese,,,,,true,,,,BigPan,Tu-Su 11:30-22:00,yes,,,yes,52.593398000000001,13.402597999999999,Pankow
,,,restaurant,,,,,,mexican,,,,,true,,,,Vamos!,Mo-Su 12:00-01:00,yes,,,no,52.499952999999998,13.443571000000000,Friedrichshain-Kreuzberg
10997,Kreuzberg,,restaurant,,,,+49 30 6126962,,turkish,,,,,,,,,Bagdad,,,,,limited,52.500664999999998,13.442249000000000,Friedrichshain-Kreuzberg
10623,Charlottenburg,,restaurant,,,,,http://www.farang.de/sida/,thai,,,,,true,,,,Thai Elephant,Mo-Fr 11:30-15:00,yes,,,no,52.504479000000003,13.327536000000000,Charlottenburg-Wilmersdorf
10437,Prenzlauer Berg,,restaurant,,,,,,vietnamese,,,yes,,true,,,,Gate 57,12:00-23:00,yes,outside,yes,limited,52.546470999999997,13.417935000000000,Pankow
10437,Prenzlauer Berg,,restaurant,,,,,,mexican,,,,,,,,,Vedis,,,,,yes,52.546700000000001,13.418142000000000,Pankow
10711,Halensee,,restaurant,,,,"+49308911305",http://www.eiffel-berlin.de/,french,,,,,,,,,Eiffel,Mo-Su 09:00-23:00,,,,yes,52.497988999999997,13.294472000000001,Charlottenburg-Wilmersdorf
10823,Schöneberg,,restaurant,,,,+49 30 789 57 658,https://www.lacocotte.de/,french,,Wheelchair-Rampe vorhanden!! Toilette nicht rollstuhlgerecht,,yes,true,,,,La Cocotte,"We-Sa 18:00-00:00; Mo-Tu off",yes,,,limited,52.489206000000003,13.354462000000000,Tempelhof-Schöneberg
14050,Westend,,restaurant,,,,,,german,,,,,true,,,,Lindenwirtin,"Mo-Su,PH 15:00+",yes,,,yes,52.510621000000000,13.271661000000000,Charlottenburg-Wilmersdorf
10178,Mitte,,restaurant,,,,+49-30-97005787,,german,,,,,true,,,,Julchen Hoppe,Mo-Fr 11:30+,yes,,,yes,52.517268000000001,13.405025000000000,Mitte
10557,Moabit,,restaurant,,,"1",+49 30 3942081,,german,,,,,true,,,,Paris-Moskau,"Mo-Fr 12:00-15:00,18:00+, Sa 18:00+",yes,,,yes,52.522590000000001,13.364478000000000,Mitte
13507,,,restaurant,,,,,,german,,,,,true,,,,Seeigel-Malche Restaurant am See,"PH,We-Su 12:00-18:00",yes,,,yes,52.589666000000001,13.268079000000000,Reinickendorf
10555,Moabit,,restaurant,,,,+49 30 3936915,http://www.taverna-phaestos.de/,greek,,,,,true,,,,Taverna Phaestos,Mo-Su 17:30-24:00,yes,,,no,52.522975000000002,13.334199999999999,Mitte
10245,Friedrichshain,false,restaurant,,,,,,thai,,,yes,yes,true,,,,Papaya,"Mo-Su 12:00-16:00+,17:00-18:00+",yes,outside,,limited,52.510716000000002,13.458062999999999,Friedrichshain-Kreuzberg
10437,,,restaurant,,,,+49 30 4458568,,mexican,,,no,yes,true,,,,Girasol,"Mo-Sa 12:00-24:00, Su 10:00-24:00",yes,,,yes,52.541570999999998,13.423019999999999,Pankow
,,false,restaurant,,,,,,german,,,,,true,,,,Schusterjunge,Mo-Su 12:00-24:00,yes,,,no,52.540895999999996,13.414156999999999,Pankow
,,,restaurant,,,,,,asian,,,,,,,,,Viet Duc,Tu-Su 11:00-22:00,,,,no,52.614047999999997,13.469537000000001,Pankow
10245,Friedrichshain,false,restaurant,,,,,,indian,,,,yes,true,,,,Salt & Pepper,"Mo-Su,PH 12:00-24:00",yes,,,yes,52.505049000000000,13.468952000000000,Friedrichshain-Kreuzberg
10437,Prenzlauer Berg,,restaurant,,,,+49 30 44052545,https://www.meenakumari.de/,indian,,,,,true,,yes,,Meena Kumari,Mo-Su 17:00+,yes,,yes,limited,52.541508999999998,13.414858000000001,Pankow
12589,Rahnsdorf,,restaurant,,,,,,german,,,,,,,,,Neu Venedig,Tu-Su 10:00-22:00,,,,,52.431252000000001,13.708577999999999,Treptow-Köpenick
13156,Niederschönhausen,,restaurant,,,,+49 30 9166114,https://zumtorhaus.de,german,,,,,,,,,Zum Torhaus,"Tu-Su,PH 11:00-21:00; Mo off",,outside,,limited,52.588445000000000,13.387216000000000,Pankow
12165,,false,restaurant,,,,,,german,,,yes,yes,true,,,,Hoppegarten,"Su-Th 09:00-01:00, Fr-Sa 09:00-02:00",yes,outside,,limited,52.453581000000000,13.315120000000000,Steglitz-Zehlendorf
14089,,,restaurant,,,,,,italian,no,,,,,,,,Pizzeria La Riviera,11:30-23:00,,isolated,yes,limited,52.450828000000001,13.146647000000000,Spandau
10437,Prenzlauer Berg,,restaurant,,,,+49 30 43720175,,italian,,,,yes,true,,,,Trattoria Zoe,12:00-24:00,yes,,,yes,52.542057000000000,13.423265000000001,Pankow
13629,Siemensstadt,,restaurant,,,,,,italian,,,,,,,,,Il Ducato,11:00-23:00,,,,limited,52.535184000000001,13.271024000000001,Spandau
10709,Halensee,,restaurant,,,,+49 30 3233318,http://www.francucci.com/,italian,,,,,true,,,,Francucci’s Ristorante,Mo-Su 12:00-24:00,yes,,,limited,52.499211000000003,13.301641999999999,Charlottenburg-Wilmersdorf
,,,restaurant,,,,,,italian,,,,,,,,,Ristorante Cascina,,,,,limited,52.620294000000001,13.313798999999999,Reinickendorf
10179,Mitte,,restaurant,,,,+49 30 2425528,http://www.zurletzteninstanz.de,german,,,,,true,,,,Zur Letzten Instanz,"Tu-Sa 12:00-01:00, Su 12:00-22:00, Mo 05:00-01:00",yes,,,no,52.517453000000003,13.413776000000000,Mitte
10555,Moabit,,restaurant,,,,+49 30 3933039,https://www.walhalla-berlin.de/,german,no,,yes,yes,true,,no,,Walhalla,"Mo-Th 12:00-02:00, Fr-Su 10:00-02:00; PH 10:00-02:00",yes,outside,yes,yes,52.524048000000001,13.339427000000001,Mitte
12047,Neukölln,,restaurant,,,,+49 30 23561730,https://www.instagram.com/lifeberlinlife/,japanese,,,yes,,,,,,Life Berlin,"Tu-Th 17:00-21:30; Fr-Su 12:00-21:30",no,,,yes,52.491737000000001,13.433111000000000,Neukölln
10997,,,restaurant,,,,,,japanese,,"Veganes, japanisches Restaurant",yes,,true,,,,Golden Ginkgo,,yes,,,limited,52.499442999999999,13.445430999999999,Friedrichshain-Kreuzberg
10587,Charlottenburg,,restaurant,,,,+49 176 43345689,,japanese,,,,,,,,,DOAN,"Mo-Fr 11:30-21:00; Su 14:00-21:00",,,,,52.522378000000003,13.324434000000000,Charlottenburg-Wilmersdorf
10785,Schöneberg,,restaurant,,,,,,japanese,,,,,true,,,,Sakura IV,Mo-Su 12:00-23:00,yes,,,no,52.502366000000002,13.351160000000000,Tempelhof-Schöneberg
,,,restaurant,,,,,,chinese,,,,,,,,,Fu Duo,,,,,yes,52.612882999999997,13.430838000000000,Pankow
,,,restaurant,,,,,,chinese,,,,,,,,,Regent,,,,,limited,52.451600999999997,13.147010999999999,Spandau
10243,Friedrichshain,,restaurant,,,,+49 30 2495089,,chinese,,,,,,,,,China-Restaurant Hua Ting,We-Mo 12:00-22:00,,,,limited,52.517715000000003,13.428924000000000,Friedrichshain-Kreuzberg
10997,,,restaurant,,,,+49 30 61076744,https://sushi-mikoto.de/,vietnamese,,,yes,yes,true,,,,Mikoto,Mo-Su 12:00-24:00,yes,,,limited,52.501055999999998,13.441041000000000,Friedrichshain-Kreuzberg
,,,restaurant,,,,,,french,,,,,true,,,,Bandol sur mer,,yes,,,limited,52.529060000000001,13.395339999999999,Mitte
13597,Spandau,,restaurant,,,,,,international,,,,,,,,,Alt-Spandau,"PH,Su-Th 11:30-22:00; Fr,Sa 11:30-22:30",,,,limited,52.538181000000002,13.202116999999999,Spandau
13357,Gesundbrunnen,false,restaurant,,,,,,turkish,,,,yes,true,,,,La Femme,"06:00-20:00",yes,outside,,no,52.550083000000001,13.385130000000000,Mitte
12051,Neukölln,,restaurant,,,,,,mediterranean,,,,,,,,,Zerhosh,,,,,,52.464018000000003,13.434113000000000,Neukölln
12099,Tempelhof,,restaurant,,,,,,greek,,,,,,,,,Taverna Ta Dio Aderfia,"Mo,We-Fr 15:00-23:00; Sa 12:00-23:00; PH,Su 12:00-22:00",,,,limited,52.456699000000000,13.383533999999999,Tempelhof-Schöneberg
10117,Mitte,,restaurant,,,,+49 30 500 16266,,german,,,,,true,,,,Schwarzwaldstuben,"Tu-Th 12:00-23:00, Fr-Sa 12:00-24:00",yes,,,yes,52.527597999999998,13.392996999999999,Mitte
12109,Mariendorf,,restaurant,,,,,,croatian,,,,,,,,,Restaurant Split,Tu-Su 12:00-23:00,,,,limited,52.446505999999999,13.402150000000001,Tempelhof-Schöneberg
13086,Weißensee,,restaurant,,,,,,greek,,,,,true,,,,Restaurant Platon,"Mo-Su,PH 11:30-23:00",yes,,,yes,52.553178000000003,13.448513000000000,Pankow
10961,Kreuzberg,,restaurant,,,,+49 30 6944440,https://www.austria-berlin.de,austrian,,,yes,yes,true,,no,,Austria,"Mo 16:00-23:00; Tu-Th,Su 12:00-23:00; Fr-Sa 12:00-24:00",yes,,,limited,52.488740999999997,13.396822000000000,Friedrichshain-Kreuzberg
10997,Kreuzberg,,restaurant,,,,+49 30 61671214,http://www.mariona-berlin.de/,spanish,,,,,true,,,,Mariona,We-Sa 18:00+,yes,,,no,52.499805000000002,13.432605000000001,Friedrichshain-Kreuzberg
10587,Charlottenburg,,restaurant,,,,,,asian,,,,,,,,,Mama Trang's KitchenÄä,"Mo-Fr 11:00-22:00; Sa off; Su 14:00-23:00",yes,,,no,52.521163000000001,13.321861999999999,Charlottenburg-Wilmersdorf
12203,Lichterfelde,,restaurant,,,,+49 30 55238019,https://lakshmi-restaurant-berlin.de,indian,yes,,,,,,,,Lakshmi,"Su-Th 11:30-22:00; Fr-Sa 11:30-23:00",yes,,,limited,52.446734999999997,13.314956000000000,Steglitz-Zehlendorf
14055,Westend,,restaurant,,,,,,german,,,,,,,,,Restaurant Scheune,11:00-24:00,,no,,no,52.488886999999998,13.261260999999999,Charlottenburg-Wilmersdorf
10178,Mitte,,restaurant,,,,,http://www.berliner-kartoffelhaus.de/,german,,,,,true,,,,Kartoffelhaus,11:30-23:00,yes,,,no,52.521149000000001,13.406216000000001,Mitte
10178,Mitte,,restaurant,,,,,,german,,,,,,,,,Schlögl's Altberliner Gaststätte,"Tu 17:00-21:00; We-Fr 12:00-21:00; Sa 12:00-21:30; Su 12:00-21:00",yes,,,yes,52.521344999999997,13.405983000000001,Mitte
14197,Wilmersdorf,,restaurant,,,,,,german,,,,,,,,,Heidelbeere,,,,,limited,52.478803999999997,13.310529000000001,Charlottenburg-Wilmersdorf
10247,Friedrichshain,false,restaurant,,,,+49 30 42081339,http://englers-unikat.de/,german,,,,,,,,,Englers Unikat,Tu-Sa 17:00-21:00,sidewalk,outside,,no,52.518968999999998,13.466612000000000,Friedrichshain-Kreuzberg
,Charlottenburg,,restaurant,,,,,,italian,,,,,true,,,,Dante,,yes,,,yes,52.526333999999999,13.297758000000000,Charlottenburg-Wilmersdorf
13595,Wilhelmstadt,,restaurant,,,,,,italian,,,,,,,,,Ristorante Fratelli,,,,,,52.511744999999998,13.200836000000001,Spandau
10247,Friedrichshain,,restaurant,,,,+49 30 81725514,http://www.mio-berlin.de/,italian,,,,,,,,,MIO Feinkost,Mo-Su 11:00-22:30,yes,no,yes,no,52.515751000000002,13.464607000000001,Friedrichshain-Kreuzberg
10707,Wilmersdorf,,restaurant,,,,+49 30 28032233,http://www.belluccis.de/,italian,,,,,,,,,Trattoria Bellucci,"Mo-Sa 11:00-05:00, Su 17:00-24:00",,,,,52.499406999999998,13.306830000000000,Charlottenburg-Wilmersdorf
,Mitte,,restaurant,,,,,http://www.piazza-rossa.com/,italian,,,yes,yes,,,,,Piazza Rossa,11:00-24:00,,outside,,yes,52.519004000000002,13.409291000000000,Mitte
10243,Friedrichshain,,restaurant,,,,+49 30 42029589,,italian,yes,,,,true,,,,Trattoria Vesuvio,Mo-Su 11:30-24:00,yes,,,limited,52.519050999999997,13.429558999999999,Friedrichshain-Kreuzberg
14129,Nikolassee,,restaurant,,,,,,greek,,,,,,,,,Taverna Pikilia,"Mo-Fr 16:00-24:00; Sa-Su,PH 12:00-24:00",,,,no,52.433867999999997,13.211404999999999,Steglitz-Zehlendorf
12359,Britz,,restaurant,,,,,,greek,,,no,yes,true,,,,Taverna Argo,"Mo,We-Sa 16:00-24:00; Su 16:00-21:00; Tu off",yes,outside,yes,yes,52.458575000000003,13.447488999999999,Neukölln
10179,Mitte,false,restaurant,,,,+49 30 30875680,http://www.ming-dynastie.de,chinese,,,yes,yes,true,,,,Ming Dynastie,"PH,Mo-Su 12:00-22:00",yes,outside,,limited,52.513579000000000,13.418481000000000,Mitte
10243,Friedrichshain,,restaurant,,,,,http://www.acapulco-berlin.de,mexican,,,,,true,,,,Acapulco,"Mo-Fr 16:00-24:00+, Sa,Su,PH 11:00-24:00+",yes,,,yes,52.517085000000002,13.446925999999999,Friedrichshain-Kreuzberg
13187,Pankow,,restaurant,,,,,,chinese,,,,,,,,,Chinarestaurant Hey Cheuk Lau,Tu-Su 11:30-21:00,,,,limited,52.571708000000001,13.411823000000000,Pankow
10243,Friedrichshain,,restaurant,,,,,,greek,,,,,true,,,,Kos House,Mo-Su 12:00-24:00,yes,,,no,52.516860999999999,13.448823000000001,Friedrichshain-Kreuzberg
,Niederschönhausen,true,restaurant,,,,,,chinese,,,yes,yes,true,,,,Hua Li Du,"Mo 12:00-20:00; We-Su 12:00-21:00; Tu off",no,no,yes,no,52.580804000000001,13.403632999999999,Pankow
10997,,,restaurant,,,,,,vietnamese,,,,,true,,,,Ông Ćhu,"Mo-Fr 11:30-22:00; Sa,Su 12:00-22:00",yes,,,,52.499792999999997,13.432205000000000,Friedrichshain-Kreuzberg
12169,Steglitz,,restaurant,,,,,,croatian,,,no,yes,,,,,Zagreb,Mo-Su 11:30-23:00,yes,,,no,52.450035999999997,13.345200999999999,Steglitz-Zehlendorf
