"id","addr:street","addr:housenumber","addr:postcode","addr:suburb","air_conditioning","amenity","biergarten","brand","capacity","contact:phone","contact:website","cuisine","delivery","description","diet:vegan","diet:vegetarian","indoor_seating","indoor_seating:capacity","internet_access","internet_access:fee","name","opening_hours","outdoor_seating","smoking","takeaway","wheelchair","Lat","Lon"
node/295085094,Grünberger Straße,"1","10243",Friedrichshain,"",restaurant,"","","",+49 30 29009912,https://jaegerundlustig.de,german,"","","","",yes,"","","",Jäger & Lustig,Mo-Su 12:00-00:00,yes,"","",yes,"52.51341","13.448065"
node/299950512,"","","","","",restaurant,"","","",+49 30 37438807,http://schuetzen-wirtin.de/,german,"","","","","","","","",Schützen-Wirtin,"We-Fr 12:00-18:00; Sa 10:00-18:00; Su 12:00-18:00; Mo,Tu off","","","","","52.414755","13.176969"
node/302864488,Oranienburger Straße,"45","10117",Mitte,"",restaurant,"","","",+493028040505,"",cuban,"","","","",yes,"","","",QBA,"Mo-Th 16:00-00:00, Fr,Sa 16:00-03:00, Su 16:00-24:00",yes,"","",no,"52.525995","13.389442"
node/306362297,Grimmstraße,"30","10967",Kreuzberg,"",restaurant,"","","",+49 30 69506610,"",italian,"","","",yes,yes,"","","",Il Casolare,"17:00-24:00, Su 12:00-24:00",yes,outside,"",limited,"52.494913","13.415513"
node/308707632,Hultschiner Damm,"238","12623",Mahlsdorf,"",restaurant,"","","","","",international,"","","","","","","","",Rossini III,"","","","",limited,"52.495561","13.611356"
node/309054644,Bartningallee,"","10557","","",restaurant,"","","",+49 30 3914976,http://marjan-grill.de/,croatian,"","","",no,yes,"","","",Marjan Grill,"Mo-Su,PH 12:00-23:00",yes,outside,"",yes,"52.520065","13.346919"
node/310268916,Graefestraße,"83","10967","","",restaurant,"","","","",https://datscha.de,russian,"","",yes,yes,yes,"","","",datscha,"Mo-Su,PH 10:00-01:00",yes,"","",no,"52.493877","13.418668"
node/310377172,Hauptstraße,"112","10827",Schöneberg,"",restaurant,"","","","","",arab,Mo-Th 11:00-22:45;Fr-Su 11:00-23:45,"","",yes,yes,"","","",Bahar Restaurant,Mo-Th 11:00-23:00; Fr-Su 11:00-24:00,yes,outside,"",no,"52.481466","13.348378"
node/310567582,"","","","","",restaurant,"","","","","",italian,yes,"","","",yes,"","","",Ristorante Pantalone,"12:00-24:00",yes,outside,yes,no,"52.633121","13.288636"
node/310612083,Berliner Straße,"92","13507",Tegel,"",restaurant,"","","","","",italian,"","","","","","","","",Ristorante Da Guiliano,"","","","",no,"52.58811","13.285598"
node/310612305,Alt-Tegel,"2","13507",Tegel,"",restaurant,"","","","","",german,"","","","",yes,"","","",Hax'nhaus,"PH,Mo-Su 11:00-18:00+",yes,"","",no,"52.589792","13.282262"
node/311724419,Falkenhagener Straße,"1","13585",Spandau,"",restaurant,"","","","","",italian,"","","","","","","","",Restorante Pescara,"Mo-Fr 17:00-24:00; Sa, Su 12:00-24:00","","","",no,"52.54428","13.204024"
node/311724422,Schönwalder Straße,"111","13585",Spandau,"",restaurant,"","","","","",greek,"","","","","","","","",Omonia Treff,Mo-Su 14:00-22:00,"","","",limited,"52.544422","13.20437"
node/312058746,Berliner Straße,"109","13467",Hermsdorf,"",restaurant,"","","",+49 30 39716012,https://www.yeshaus-berlin.com/,thai,"","","","","","",wlan,customers,Yes Haus,Tu-Su 12:00-22:00,yes,no,yes,limited,"52.619685","13.313492"
node/312191064,Kurfürstendamm,"69","10707",Charlottenburg,"",restaurant,"","","",+49 30 88001764,http://www.graffiti-kudamm.de/graffiti-kudamm,international,"","","","","","","","",Graffiti,"","","","",limited,"52.500357","13.307503"
node/312820855,Neue Hochstraße,"25","13347",Gesundbrunnen,no,restaurant,"","","","","",italian,no,"",yes,yes,yes,"","","",Sotto,Tu-Su 16:00-22:00,sidewalk,outside,yes,limited,"52.542856","13.376412"
node/313071398,Kaiserdamm,"109","14057",Charlottenburg,"",restaurant,"","","",+49 30 30209515,http://rocco-charlottenburg.de/,international,yes,"","","","","","","",Rocco,"09:00-24:00",yes,outside,"",yes,"52.510353","13.291892"
node/313220246,Hackerstraße,"3","12161",Friedenau,"",restaurant,"","","","","",italian,"","",limited,"","","","","",Il Giardino,"Mo-Su,PH 12:00-00:00",yes,"","",no,"52.466644","13.324963"
node/314401612,Straßmannstraße,"41","10249",Friedrichshain,"",restaurant,"","","","","",vietnamese,"","","","","","","","",Viet Bowl,Mo-Su 11:30-23:00,"",outside,"",no,"52.523211","13.453335"
node/314752471,Anklamer Straße,"38","10115",Mitte,"",restaurant,"","","",+49 30 34623307,https://lemongrass.berlin,asian,"","",yes,yes,yes,"","","",Lemongrass,Mo-Su 12:00-23:00,yes,outside,yes,limited,"52.535276","13.399369"
node/315775252,Jacobsohnstraße,"23","13086",Weißensee,"",restaurant,"","","","",https://ravello-berlin.de,italian,"","",no,yes,yes,"","","",Ristorante Ravello,"Mo,We,Th 17:00-22:30; Fr,Sa 17:00-23:00; PH,Su 11:30-22:30",yes,"","",limited,"52.55578","13.434227"
node/315979078,Wilkestraße,"1","13507",Tegel,"",restaurant,"","","",+49 30 4338001,http://www.tegeler-seeterrassen.de,german,"","","","","","","","",Lakeside,Mo-Su 12:00+,yes,"","",limited,"52.588427","13.274719"
node/1323444951,"","","","","",restaurant,"","","","","",german,"","","","","","","","",Café am Japanischen Garten,"","","","",yes,"52.53872","13.579473"
node/317179411,Luxemburger Straße,"4","13353",Wedding,no,restaurant,"","","","","",thai,"","",no,yes,yes,"","","",Krua Thai,Mo-Fr 12:00-23:00; Su 15:00-23:00,yes,"","",limited,"52.545871","13.357829"
node/317393118,Albrechtstraße,"13","10117",Mitte,"",restaurant,"","","",+49 30 28046401,https://machiavelli-berlin.de/,italian,"","","","",yes,"","","",Machiavelli,"10:00-01:00",yes,"","",limited,"52.521305","13.385266"
node/317552032,Volmerstraße,"9","12489",Adlershof,"",restaurant,"","","","","",german,"","",yes,yes,"","","","",Green Curve,Mo-Fr 8:80-14:80,"","","",yes,"52.429633","13.537471"
node/318106017,Mühsamstraße,"54","10249","","",restaurant,"","","","","",indian,"","","","","","","","",Hawab,Mo-Su 12:00-23:00,"",outside,"",yes,"52.520113","13.449987"
node/318106022,Straßmannstraße,"21","10249","","",restaurant,"","","","","",italian,"","","",yes,"","","","",Pomodorino,Mo-Su 13:00-24:00,yes,"",yes,no,"52.522292","13.449707"
node/318522785,"","","","","",restaurant,"","","","","",chinese,"","","",yes,yes,"","","",Hee Lam Mun,"Tu-Su,PH 12:00-23:00; Mo off",yes,"","",no,"52.459959","13.312191"
node/318526010,Wilhelmstraße,"75","10117",Mitte,"",restaurant,"","","",+49 30 2297405,"",italian,"","","",yes,yes,"","","",Viale dei Tigli,Mo-Su 12:00-24:00,yes,"","",limited,"52.514869","13.381114"
node/319099110,Grunowstraße,"21","13187",Pankow,"",restaurant,"","","","","",italian,"","","","","","","","",Ristorante Avellino,Mo-Su 12:00-23:00,"","","",yes,"52.568932","13.408982"
node/319211643,Am Friedrichshain,"1","10407","","",restaurant,"","","","","",lebanese,"","",yes,yes,yes,"","","",Qadmous,"Mo-Th 12:00-24:00, Fr-Sa 12:00-01:00, Su 11:00-24:00",yes,"","",no,"52.529637","13.436334"
node/320216715,Kastanienallee,"49","10119",Mitte,"",restaurant,"","","",+49 30 48492651,http://nautaberlin.com,international,"","","",yes,yes,"","","",Nauta,We-Sa 19:30-00:00 off,yes,"","",no,"52.534207","13.405011"
node/320217469,Kastanienallee,"50","10119",Mitte,"",restaurant,"","","",+49 30 44010494,http://www.aapka.de/,indian,"","",yes,yes,yes,"","","",Aapka,"Mo-Fr 16:00-23:00; Sa,Su 12:00-23:00",yes,outside,"",no,"52.533991","13.404834"
node/321527319,Kastanienallee,"49","10119","","",restaurant,"","","","","",international,"","",yes,yes,"","","","",W Der Imbiss,"Su-Th 12:00-22:00; Fr,Sa 12:00-23:00","","","",no,"52.534286","13.405092"
node/321779859,Danziger Straße,"209","10407",Prenzlauer Berg,"",restaurant,"","","","","",italian,"","","","","","","","",Al Parco,"","","","",limited,"52.529827","13.444787"
node/322822421,"","","","","",restaurant,"","","","","",croatian,"","","","","","","","",Blaue Adria,"Tu-Fr 16:00-23:30; PH,Sa,Su 11:30-23:30; Mo off","","","",no,"52.528603","13.449111"
node/324792568,Marienfelder Allee,"145","12279","","",restaurant,"","","","","",chinese,"","","",yes,yes,"","","",Happy Buddha,"We-Su 12:00-22:00; Mo,Tu off",no,"","",limited,"52.413707","13.363796"
node/324792572,Marienfelder Allee,"146","12279","","",restaurant,"","","","","",italian,"","","",yes,"","","","",Colombina,Su 13:00-21:00; Tu-Sa 16:00-23:00,"","","",yes,"52.413491","13.362455"
node/324792574,"","","","","",restaurant,"","","","","",croatian,"","","","",yes,"","","",Adrijana Grill,Mo-Su 12:00-21:00,yes,"","",limited,"52.413184","13.363494"
node/324792579,"","","","","",restaurant,"","","","","",italian,"","","","","","","","",La Luna,"","","","","","52.414167","13.363579"
node/327827638,Spandauer Damm,"3","14059",Charlottenburg,"",restaurant,"","","","","",lebanese,"","","","","","","","",Palace,"",yes,"","",limited,"52.519259","13.298664"
node/329564458,Zionskirchstraße,"28","10119",Mitte,"",restaurant,"","","","",http://www.labigoudene.de/,french,"","",yes,yes,yes,"","","",La Bigoudène,"Mo-Sa 18:00+, Su 12:00+, Tu-Th 12:00-15:00",yes,"","",no,"52.534363","13.403029"
node/330160536,Dircksenstraße,"40","10178","","",restaurant,"","","","","",spanish,"","","",yes,yes,"","","",Atame,Mo-Fr 13:00-24:00; Sa 16:00-24:00; Su off,yes,"","",no,"52.523574","13.406796"
node/330259379,"","","","","",restaurant,"","","","","",asian,"","","","","","","","",Hangi Sushi,"","","","",yes,"52.534069","13.404568"
node/330262371,Fehrbelliner Straße,"24","10119",Mitte,"",restaurant,"","","",+493044032771,"",italian,"","",yes,yes,yes,"","","",La Focacceria,Mo-Su 11:00-19:00,yes,"","",limited,"52.53365","13.403467"
node/330262523,Zionskirchstraße,"44","10119",Mitte,"",restaurant,"","","","","",thai,"","",yes,yes,yes,"","","",Thai Sushi & More,Mo-Fr 12:00-22:30; Sa-Su 13:00-23:00,yes,"","",no,"52.533767","13.405399"
node/330966856,Goethestraße,"5","10623",Charlottenburg,"",restaurant,"","","",+49 30 31806111,http://www.mysatyam.de/,indian,"","",yes,only,"","","","",Satyam,Mo-Sa 12:00-24:00; Su 11:00-24:00,"",outside,"",yes,"52.508924","13.322005"
node/331251821,Akazienstraße,"5","10823",Schöneberg,"",restaurant,"","","","","",indian,"","","",yes,yes,"","","",Moghul,"Mo-Su,PH 12:00-24:00",yes,"","",no,"52.487064","13.355262"
node/331350595,Südstern,"14","10965",Kreuzberg,"",restaurant,"","","",+49 3057794199,https://www.papaya-service.de/suedstern/,thai,"","","",yes,yes,"","","",papaya,"Mo-Su,PH 12:00-16:00, 17:00-23:00",yes,"","",yes,"52.488545","13.40735"
node/332554285,Schiffbauerdamm,"8","10117",Mitte,"",restaurant,"","","",+49 30 2823965,https://www.staev.de,german,"","","",yes,yes,"","","",Ständige Vertretung,"10:30-01:00",yes,"","",limited,"52.52121","13.385331"
node/332554290,Luisenstraße,"41","10117",Mitte,"",restaurant,"","","",+493027572164,"",spanish,"","","",yes,yes,"","","",Volver,Mo-Fr 18:00-23:00; Sa 18:00-24:00,sidewalk,"","",no,"52.522353","13.379881"
node/332625321,Albrechtstraße,"12","10117",Mitte,"",restaurant,"","","",+49 30 27594623,"",italian,"","","",yes,yes,"","","",Vaporetto,Mo-Su 12:00+,yes,"","",yes,"52.521005","13.385041"
node/332625330,Albrechtstraße,"12","10117","","",restaurant,"","","130","","",indian,"","","","",yes,"",wlan,"",Anand,Mo-Su 12:00-22:30,yes,"","",yes,"52.521214","13.384969"
node/332733314,"","","","","",restaurant,"",Vapiano,"","","",italian,"","","","","","","","",Vapiano,"","","","",limited,"52.510189","13.376349"
node/332733319,Reinhardtstraße,"27 D","10117",Mitte,"",restaurant,"","","","","",italian,"","","","",yes,"","","",Cinque,"Mo-Sa 11:30-01:00, Su 16:00+",yes,no,"",yes,"52.522815","13.382414"
node/333136582,"","","","","",restaurant,"","","","","",asian,"","","","",yes,"","","",Van-Long,Mo-Fr 11:30-21:00; Sa 17:00-22:00; Su off,yes,"","",no,"52.5238","13.386522"
node/333136584,"","","","","",restaurant,"","","","","",japanese,"","",yes,yes,yes,"","","",Akito,"Mo-Fr 10:30-22:15; Sa 13:00-22:15; Su 13:00-21:00 ""nur Express""; PH off",yes,"","",no,"52.523871","13.386873"
node/333136586,Friedrichstraße,"129","10117",Mitte,"",restaurant,"","","",+49 30 28878785,https://www.roma-ristorante.de/,italian,"","","",yes,yes,"","","",Roma,Mo-Su 11:30-00:00,yes,"","",limited,"52.525099","13.387146"
node/333136722,Oranienburger Straße,"50","10117",Mitte,no,restaurant,"",Sausalitos,"",+49 30 403665200,https://www.sausalitos.de/nc/mein-sausalitos/berlin-oranienburger-strasse/,mexican,"","",yes,yes,yes,"","","",Sausalitos,"Mo-Th 12:00-24:00, Fr 12:00-02:00, Sa 17:00-02:00, Su 17:00-24:00",yes,outside,"",limited,"52.526178","13.388669"
node/333136723,Friedrichstraße,"106c","10117",Mitte,"",restaurant,"","","","","",indian,"","",yes,yes,yes,"","","",Bombay,"",yes,"","",yes,"52.523149","13.388497"
node/334136940,Kaiser-Wilhelm-Straße,"3","12247",Lankwitz,"",restaurant,"","","","","",vietnamese,"","","","","","","","",Saigon Kitchen 1985,"","","","","","52.429774","13.333317"
node/334137522,Leonorenstraße,"67","12247",Lankwitz,"",restaurant,"","","","","",italian,"","","","","","","","",La Montanara,Mo-Su 12:00-24:00,"","","",limited,"52.439032","13.34403"
node/336384872,Linienstraße,"160","10115","","",restaurant,"","","","","",german,"","","","",yes,"","","",Lokal,Mo-Su 17:00-24:00,yes,"","",no,"52.527875","13.394901"
node/336384888,Schiffbauerdamm,"6-7","10117",Mitte,"",restaurant,"","","","","",german,"","","",yes,yes,"","","",Brechts,Mo-Su 12:00-00:00,yes,"","",no,"52.521472","13.385871"
node/336384894,Schiffbauerdamm,"5","10117",Mitte,"",restaurant,"","","",+493028599046,"",french,"","","","",yes,"","","",Ganymed,Mo-Su 10:00-24:00,yes,"","","","52.521721","13.386316"
node/337503862,Rosmarinstraße,"8","10117","","",restaurant,"","","","","",asian,"","","","","","","","",Bonjour Vietnam,Mo-Fr 11:30-22:00; Su 11:30-22:00,"","","",no,"52.516143","13.389915"
node/339816979,Torstraße,"167","10115",Mitte,"",restaurant,"","","",+49 30 67302052,"",french,"","","","","","","","","3 minutes sur mer",We-Sa 18:00-24:00,"","","",no,"52.529105","13.39546"
node/343314987,"","","","","",restaurant,"","","","",https://www.landhausbg.de/,german,"","",yes,yes,yes,"","","",Landhaus Botanischer Garten,"Mo,Th,Fr 11:00-16:00; Sa,Su 11:00-18:00",yes,"","",yes,"52.451773","13.309887"
node/345127877,Königin-Luise-Straße,"44","14195",Dahlem,"",restaurant,"","","",+49-30-83202266,http://www.ristorante-piaggio.de/,italian,"","","","","","","","",Piaggio,Mo 12:00-22:00; We-Su 12:00-22:00,yes,"","",no,"52.4577","13.29071"
node/345786582,Hans-Sachs-Straße,"4f","12205",Lichterfelde,"",restaurant,"","","",+49 30 833 9633,http://www.restaurant-macedonia.com/,international,"","","","","","","","",Macedonia,Mo-Su 12:00-23:00,"","","",no,"52.443374","13.295174"
node/346135933,Rheingaustraße,"14","12161",Friedenau,"",restaurant,"","","","","",italian,"","","",yes,yes,"","","",Pino,"Tu-Su,PH 12:00-23:00",yes,"","",no,"52.472675","13.321764"
node/346713870,Parallelstraße,"11","12209",Lichterfelde,"",restaurant,"","","","","",mexican,"","","","",yes,"","","",Cafe Surf Inn,"",yes,"","",limited,"52.424683","13.330777"
node/347293594,Königsberger Straße,"46","12207",Lichterfelde,"",restaurant,"","","","","",german,"","","","",yes,"","","",Friedhard's,Mo-Sa 12:00+; Su 10:00+,yes,"",yes,no,"52.428071","13.324746"
node/349007465,Spandauer Damm,"5","14059",Charlottenburg,"",restaurant,"","","",+49 30 34703626,http://www.opera-italiana.com,italian,"","","","","","","","",Opera Italiana,"12:00+","","","",no,"52.519248","13.298437"
node/349010568,Schloßstraße,"45","14059",Charlottenburg,"",restaurant,"","","","","",italian,"","",no,yes,yes,"","","",La Trattoria Toscana,"Tu-Fr,PH 17:00-22:00; Sa,Su 12:00-22:00",yes,"","",yes,"52.514022","13.297397"
node/350625402,Straße am Schildhorn,"12","14193",Grunewald,"",restaurant,"","","","","",german,"","","","","","","","",Schildhornbaude,"","","","","","52.494106","13.199211"
node/352907185,Selmaplatz,"1","14163","","",restaurant,"","","","","",french,"","","","","","",wlan,"",Restaurant Gourmet Sud,Mo-Su 08:00-24:00,"","","","","52.445817","13.242818"
node/352907186,Teschener Weg,"5","14163","","",restaurant,"","","","","",chinese,"","","","","","","","",Wu's,"Mo 17:00-22:30, Tu-Su 12:00-22:30","","","","","52.44659","13.243226"
node/355654539,Edisonstraße,"34","12459",Oberschöneweide,"",restaurant,"","","",+49 30 50953492,https://www.thessalonikiberlin.de,greek,"","","","",yes,"","","",Thessaloniki,"11:00-23:30",yes,outside,yes,limited,"52.468214","13.514249"
node/355654866,An der Wuhlheide,"228B","12459",Oberschöneweide,"",restaurant,"","","","",http://www.ilkoep.de/,italian,"","",yes,yes,"","","","",Stella del Köp,"11:30-24:00",yes,"","",limited,"52.455706","13.552511"
node/356007033,Templiner Straße,"7","10119",Prenzlauer Berg,"",restaurant,"","","",+49 30 48625614,https://www.standard-berlin.de,italian,"","","",yes,yes,"",no,"",Standard Pizza,"Mo-Fr 17:00-24:00; PH,Sa,Su 13:00-24:00",yes,outside,"",limited,"52.532844","13.408615"
node/358574131,Wiesenschlag,"4","14129",Nikolassee,"",restaurant,"","","",+49 30 75650305,https://www.laserra-steakhaus.de/,asian,yes,"","","","","","","",Zen Garden,Mo-Su 11:00-22:00,"","","",limited,"52.427003","13.218089"
node/364265473,"","","","","",restaurant,"","","","","",chinese,"","","","","","","","",Golden Garden,Tu-Su 12:00-22:00,"","","",yes,"52.417147","13.324476"
node/365686892,Neue Kantstraße,"16","14057",Charlottenburg,"",restaurant,"","","",+49 30 20889588,http://www.asia-restaurant-sonne.de/,asian,"","","","","","","","",Asia Restaurant Sonne,"11:30-23:00","","","",no,"52.506657","13.284555"
node/366021799,Pestalozzistraße,"25","10627",Charlottenburg,"",restaurant,"","","",+49 30 3128742,https://www.thomaseck.com,german,"","","","",yes,"","","",Thomas-Eck,Mo-Su 11:00-23:00,yes,outside,"",no,"52.507989","13.309236"
node/366990702,Pestalozzistraße,"88","10625",Charlottenburg,"",restaurant,"","","",+49 30 3123739,https://www.pizzeriaristorantedino.de,italian,"","","","","","","","",Ristorante Pizzeria Dino,"Tu-Sa 18:00-23:00, Sa 10:00-15:00 open ""Café""",yes,"","","","52.507721","13.311386"
node/369035690,Brüsseler Straße,"39","13353",Wedding,"",restaurant,"","","",+49 30 4531563,"",international,"","","","","","",wlan,"",L'Escargot,Tu-Sa 17:00-23:30,"","","",no,"52.546592","13.34966"
node/370060150,Alt-Moabit,"129","10557",Moabit,"",restaurant,"","","",+49 30 39835610,"",italian,"","","",yes,yes,"","","",Don Giovanni,Mo-Su 11:30-24:00,yes,outside,"",limited,"52.523094","13.35975"
node/370300841,Kastanienallee,"82","","","",restaurant,"","","","","",german,"","","","",yes,"","","",Die Schule,Mo-Su 11:00-00:00,yes,"","",yes,"52.537028","13.408425"
node/370852067,Stargarder Straße,"3","10437",Prenzlauer Berg,"",restaurant,"","","60",+49 30 30642829,https://www.knoedelwirtschaft.de/nord,german,"","","","","","",wlan,"",Knödelwirtschaft Nord,Tu-Mo 17:00-23:00,yes,outside,"",yes,"52.547445","13.414303"
node/371157963,Stargarder Straße,"79","10437",Prenzlauer Berg,"",restaurant,"","","",+49 30 40574197,https://vanhoa-berlin.de/,vietnamese,"","",yes,yes,"","","","",Van Hoa,Mo-Su 12:00-23:30,yes,"","",no,"52.547677","13.41473"
node/371796449,Bismarckstraße,"88","10627",Charlottenburg,"",restaurant,"","","",+49303128368,http://www.rosati-berlin.de/,italian,"","","","","","","","",Rosati,"Mo-Su,PH 12:00-24:00","","","",limited,"52.511371","13.307841"
node/373855813,Stargarder Straße,"60","10437",Prenzlauer Berg,"",restaurant,"","","",+49 176 32872717,https://www.sadhu3.de/,indian,yes,"",yes,yes,"","","","",Sadhu,"12:00-23:00",sidewalk,"","",yes,"52.545283","13.421448"
node/378714397,Ackerstraße,"23","10115",Mitte,"",restaurant,"","","","","",italian,"","","","",yes,"","","",Papà Pane di Sorrento,"12:00-24:00",sidewalk,"","",limited,"52.53209","13.396302"
node/378715785,Ackerstraße,"20","10115","","",restaurant,"","","","","",indian,"","","","",yes,"","","",Asman,"12:00 - 24:00",yes,"","",no,"52.531575","13.396597"
node/380498268,Mittelstraße,"55","10117",Mitte,"",restaurant,"","","","","",german,no,Alt-Berliner Kneipe,"","",yes,"","","",Treffpunkt Berlin,"Mo-We 16:00-24:00, Th-Sa 12:00-24:00",yes,"",no,no,"52.517895","13.388283"
